icon_name,is_alias,tags
key,no,password; login; authentication; secure; unlock; keychain; key ring; fob
key-round,no,password; login; authentication; secure; unlock
key-square,no,password; login; authentication; secure; unlock; car key
keyboard,no,layout; spell; settings; mouse
keyboard-music,no,music; audio; sound; noise; notes; keys; chord; octave; midi; controller; instrument; electric; signal; digital; studio; production; producer; pianist; piano; play; performance; concert
keyboard-off,no,unkeys; layout; spell; settings; mouse
lamp,no,lighting; household; home; furniture
lamp-ceiling,no,lighting; household; home; furniture
lamp-desk,no,lighting; household; office; desk; home; furniture
lamp-floor,no,lighting; household; floor; home; furniture
lamp-wall-down,no,lighting; household; wall; home; furniture
lamp-wall-up,no,lighting; household; wall; home; furniture
land-plot,no,area; surface; square metres; allotment; parcel; property; plane; acres; measure; distance; isometric; flag; golf course; hole
landmark,no,bank; building; capitol; finance; money; museum; art gallery; hall; institute; pediment; portico; columns; pillars; classical; architecture; government; institution
languages,no,translate
laptop,no,computer; screen; remote
laptop-2,yes,
laptop-minimal,no,computer; screen; remote
laptop-minimal-check,no,computer; screen; remote; success; done; todo; tick; complete; task
lasso,no,select; cursor
lasso-select,no,select; cursor
laugh,no,emoji; face; happy; good; emotion
layers,no,stack; pile; pages; sheets; paperwork; copies; copy
layers-2,no,stack; pile; pages; sheets; paperwork; copies; copy; duplicate; double; shortcuts
layers-3,yes,
layers-plus,no,stack; layers; add; new; increase; create; positive; copy; upgrade
layout,yes,
layout-dashboard,no,masonry; brick
layout-grid,no,app; home; start
layout-list,no,todo; tasks; items; pending; image; photo
layout-panel-left,no,app; home; start; grid
layout-panel-top,no,window; webpage; block; section; grid; template; structure
layout-template,no,window; webpage; block; section
leaf,no,sustainability; nature; energy; plant; autumn
leafy-green,no,salad; lettuce; vegetable; chard; cabbage; bok choy
lectern,no,pulpit; podium; stand
letter-text,yes,
library,no,books; reading; written; authors; stories; fiction; novels; information; knowledge; education; high school; university; college; academy; learning; study; research; collection; vinyl; records; albums; music; package
library-big,no,books; reading; written; authors; stories; fiction; novels; information; knowledge; education; high school; university; college; academy; learning; study; research; collection; vinyl; records; albums; music; package
library-square,yes,
life-buoy,no,preserver; life belt; lifesaver; help; rescue; ship; ring; raft; inflatable; wheel; donut
ligature,no,text; font; typography; alternates; alternatives
lightbulb,no,idea; bright; lights
lightbulb-off,no,lights
line-chart,yes,
line-squiggle,no,line; snakes; annotate; curve; doodle; stroke; pen; tool; gesture; draw; wave; art; road
link,no,chain; url
link-2,no,chain; url
link-2-off,no,unchain; chain
linkedin,no,logo; social media; social
list,no,options
list-check,no,done; check; tick; complete; list; to-do; bom
list-checks,no,todo; done; check; tick; complete; tasks; items; pending
list-chevrons-down-up,no,options; items; collapse; expand; details; disclosure; show; hide; toggle; accordion; more; less; fold; unfold; vertical
list-chevrons-up-down,no,options; items; collapse; expand; details; disclosure; show; hide; toggle; accordion; more; less; fold; unfold; vertical
list-collapse,no,items; collapse; expand; details; disclosure; show; hide; toggle; accordion; more; less; fold; unfold
list-end,no,queue; bottom; end; playlist
list-filter,no,options
list-filter-plus,no,filter; plus; options; add
list-indent-decrease,no,text; tab
list-indent-increase,no,text; tab
list-minus,no,playlist; remove; song; subtract; delete; unqueue
list-music,no,playlist; queue; music; audio; playback
list-ordered,no,number; order; queue
list-plus,no,playlist; add; song; track; new
list-restart,no,reset; refresh; reload; playlist; replay
list-start,no,queue; top; start; next; playlist
list-todo,no,todo; done; check; tick; complete; tasks; items; pending
list-tree,no,tree; browser
list-video,no,playlist; video; playback
list-x,no,playlist; subtract; remove; delete; unqueue
loader,no,loading; wait; busy; progress; spinner; spinning; throbber
loader-2,yes,
loader-circle,no,loading; wait; busy; progress; spinner; spinning; throbber; circle
loader-pinwheel,no,loading; wait; busy; progress; throbber; spinner; spinning; beach ball; frozen; freeze
locate,no,map; gps; location; cross
locate-fixed,no,map; gps; location; cross
locate-off,no,map; gps; location; cross
location-edit,yes,
lock,no,security; password; secure; admin
lock-keyhole,no,security; password; secure; admin
lock-keyhole-open,no,security
lock-open,no,security
log-in,no,sign in; arrow; enter; auth
log-out,no,sign out; arrow; exit; auth
logs,no,options; list; menu; order; queue; tasks; logs
lollipop,no,lolly; candy; sugar; food; sweet; dessert; spiral
luggage,no,baggage; luggage; travel; suitcase
m-square,yes,
magnet,no,horseshoe; lock; science; snap
mail,no,email; message; letter; unread
mail-check,no,email; message; letter; subscribe; delivered; success; read; done; todo; tick; complete; task
mail-minus,no,email; message; letter; remove; delete
mail-open,no,email; message; letter; read
mail-plus,no,email; message; letter; add; create; new; compose
mail-question,yes,
mail-question-mark,no,email; message; letter; delivery; undelivered
mail-search,no,email; message; letter; search; lens
mail-warning,no,email; message; letter; delivery error; exclamation mark
mail-x,no,email; message; letter; remove; delete
mailbox,no,emails; messages; letters; mailing list; newsletter
mails,no,emails; messages; letters; multiple; mailing list; newsletter; copy
map,no,location; navigation; travel
map-minus,no,location; navigation; travel; drop; delete; remove; erase
map-pin,no,location; waypoint; marker; drop
map-pin-check,no,location; waypoint; marker; drop; done; tick; complete; task; added
map-pin-check-inside,no,location; waypoint; marker; drop; done; tick; complete; task; added
map-pin-house,no,location; waypoint; marker; drop; home; living; building; residence; architecture; address; poi; real estate; property; navigation; destination; geolocation; place; landmark
map-pin-minus,no,location; waypoint; marker; drop; delete; remove; erase
map-pin-minus-inside,no,location; waypoint; marker; drop; delete; remove; erase
map-pin-off,no,location; waypoint; marker; remove
map-pin-pen,no,location; waypoint; marker; drop; edit
map-pin-plus,no,location; waypoint; marker; drop; add; create; new
map-pin-plus-inside,no,location; waypoint; marker; drop; add; create; new
map-pin-x,no,location; waypoint; marker; drop; delete; remove; erase
map-pin-x-inside,no,location; waypoint; marker; drop; delete; remove; erase
map-pinned,no,location; waypoint; marker; drop
map-plus,no,location; navigation; travel; new; add; create
mars,no,gender; sex; male; masculine; man; boy
mars-stroke,no,gender; androgyne; transgender
martini,no,cocktail; alcohol; beverage; bar; drink; glass
maximize,no,fullscreen; expand; dashed
maximize-2,no,fullscreen; arrows; expand
medal,no,prize; sports; winner; trophy; award; achievement
megaphone,no,advertisement; announcement; attention; alert; loudspeaker; megaphone; notification
megaphone-off,no,advertisement; announcement; attention; alert; loudspeaker; megaphone; notification; disable; silent
meh,no,emoji; face; neutral; emotion
memory-stick,no,ram; random access; technology; computer; chip; circuit; specs; capacity; gigabytes; gb
menu,no,bars; navigation; hamburger; options
menu-square,yes,
merge,no,combine; join; unite
message-circle,no,comment; chat; conversation; dialog; feedback; speech bubble
message-circle-code,no,comment; chat; conversation; dialog; feedback; speech bubble; code review; coding
message-circle-dashed,no,comment; chat; conversation; dialog; feedback; speech bubble; draft
message-circle-heart,no,comment; chat; conversation; dialog; feedback; positive; like; love; interest; valentine; dating; date; speech bubble
message-circle-more,no,comment; chat; conversation; dialog; feedback; speech bubble; typing; writing; responding; ellipsis; etc; et cetera; ...; …
message-circle-off,no,comment; chat; conversation; dialog; feedback; speech bubble; clear; close; delete; remove; cancel; silence; mute; moderate
message-circle-plus,no,comment; chat; conversation; dialog; feedback; speech bubble; add
message-circle-question,yes,
message-circle-question-mark,no,comment; chat; conversation; dialog; feedback; speech bubble; help
message-circle-reply,no,comment; chat; conversation; dialog; feedback; speech bubble; reply; response
message-circle-warning,no,comment; chat; conversation; dialog; feedback; speech bubble; report; abuse; offense; alert; danger; caution; protected; exclamation mark
message-circle-x,no,comment; chat; conversation; dialog; feedback; speech bubble; clear; close; delete; remove; cancel; silence; mute; moderate
message-square,no,comment; chat; conversation; dialog; feedback; speech bubble
message-square-code,no,comment; chat; conversation; dialog; feedback; speech bubble; code review; coding
message-square-dashed,no,comment; chat; conversation; dialog; feedback; speech bubble; draft
message-square-diff,no,comment; chat; conversation; dialog; feedback; speech bubble; add; patch; difference; plus; minus; plus-minus; math; code review; coding; version control; git
message-square-dot,no,unread; unresolved; comment; chat; conversation; dialog; feedback; speech bubble
message-square-heart,no,comment; chat; conversation; dialog; feedback; positive; like; love; interest; valentine; dating; date; speech bubble
message-square-lock,no,comment; chat; conversation; dialog; feedback; speech bubble; secure; encrypted
message-square-more,no,comment; chat; conversation; dialog; feedback; speech bubble; typing; writing; responding; ellipsis; etc; et cetera; ...; …
message-square-off,no,comment; chat; conversation; dialog; feedback; speech bubble; clear; close; delete; remove; cancel; silence; mute; moderate
message-square-plus,no,comment; chat; conversation; dialog; feedback; speech bubble; add
message-square-quote,no,comment; chat; conversation; dialog; feedback; speech bubble; blockquote; quotation; indent; reply; response
message-square-reply,no,comment; chat; conversation; dialog; feedback; speech bubble; reply; response
message-square-share,no,comment; chat; conversation; dialog; feedback; speech bubble; network; forward
message-square-text,no,comment; chat; conversation; dialog; feedback; speech bubble
message-square-warning,no,comment; chat; conversation; dialog; feedback; speech bubble; report; abuse; offense; alert; danger; caution; protected; exclamation mark
message-square-x,no,comment; chat; conversation; dialog; feedback; speech bubble; clear; close; delete; remove; cancel; silence; mute; moderate
messages-square,no,comment; chat; conversation; dialog; feedback; speech bubbles; copy; multiple; discussion; interview; debate
mic,no,record; sound; listen; radio; podcast; microphone
mic-2,yes,
mic-off,no,record; sound; mute; microphone
mic-vocal,no,lyrics; voice; listen; sound; music; radio; podcast; karaoke; singing; microphone
microchip,no,processor; cores; technology; computer; chip; integrated circuit; memory; ram; specs; gpu; gigahertz; ghz
microscope,no,medical; education; science; imaging; research
microwave,no,oven; cooker; toaster oven; bake
milestone,no,signpost; direction; right; east; forward; version control; waypoint
milk,no,lactose; bottle; beverage; drink; water; diet
milk-off,no,lactose free; bottle; beverage; drink; water; allergy; intolerance; diet
minimize,no,exit fullscreen; close; shrink
minimize-2,no,exit fullscreen; arrows; close; shrink
minus,no,subtract; remove; decrease; decrement; reduce; negative; calculate; line; divider; separator; horizontal rule; hr; html; markup; markdown; ---; toolbar; operator; code; coding; minimum; downgrade
minus-circle,yes,
minus-square,yes,
monitor,no,tv; screen; display; virtual machine; vm
monitor-check,no,tv; screen; display; desktop; running; active; virtual machine; vm
monitor-cloud,no,virtual machine; virtual desktop; vm; vdi; computing; remote work; monitoring; infrastructure; software as a service; saas; workstation; environment; tv; screen; display
monitor-cog,no,tv; screen; display; virtual machine; vm; executable; settings; cog; edit; gear; configuration; preferences; system; control panel; network; computing
monitor-dot,no,tv; screen; display; desktop; running; active; virtual machine; vm
monitor-down,no,tv; screen; display; desktop; download
monitor-off,no,share
monitor-pause,no,tv; screen; display; desktop; video; movie; film; suspend; hibernate; boot; virtual machine; vm
monitor-play,no,tv; screen; display; desktop; video; movie; film; running; start; boot; virtual machine; vm
monitor-smartphone,no,smartphone; phone; cellphone; device; mobile; desktop; monitor; responsive; screens
monitor-speaker,no,devices; connect; cast
monitor-stop,no,tv; screen; display; desktop; video; movie; film; stop; shutdown; virtual machine; vm
monitor-up,no,tv; screen; display; upload; connect; remote; screen share
monitor-x,no,tv; screen; display; desktop; virtual machine; vm; close; stop; suspend; remove; delete
moon,no,dark; night
moon-star,no,dark; night; star
more-horizontal,yes,
more-vertical,yes,
motorbike,no,moto; motorcycle; transport; vehicle; drive; ride; trip; race; racing; journey; delivery
mountain,no,climb; hike; rock
mountain-snow,no,alpine; climb; snow
mouse,no,device; scroll; click
mouse-off,no,device; scroll; click; disabled
mouse-pointer,no,click; select
mouse-pointer-2,no,click; select
mouse-pointer-2-off,no,pointer; mouse; cursor; off; disable; arrow; navigation; selection; select; click; no-click; interaction
mouse-pointer-ban,no,wait; busy; loading; blocked; frozen; freeze
mouse-pointer-click,no,click; select
mouse-pointer-square-dashed,yes,
move,no,arrows
move-3-d,yes,
move-3d,no,arrows; axis; gizmo; coordinates; transform; translate
move-diagonal,no,double; arrow
move-diagonal-2,no,double; arrow
move-down,no,arrow; direction; downwards; south
move-down-left,no,arrow; direction
move-down-right,no,arrow; direction
move-horizontal,no,double; arrow
move-left,no,arrow; direction; back; west
move-right,no,arrow; direction; trend flat; east
move-up,no,arrow; direction; upwards; north
move-up-left,no,arrow; direction
move-up-right,no,arrow; direction
move-vertical,no,double; arrow
music,no,note; quaver; eighth note
music-2,no,quaver; eighth note; note
music-3,no,crotchet; minim; quarter note; half note; note
music-4,no,semiquaver; sixteenth note; note
navigation,no,location; travel
navigation-2,no,location; travel
navigation-2-off,no,location; travel
navigation-off,no,location; travel
network,no,tree
newspaper,no,news; feed; home; magazine; article; headline
nfc,no,contactless; payment; near-field communication
non-binary,no,gender; nonbinary; enby
notebook,no,notepad; notes; stationery; sketchbook; moleskine; closure; strap; band; elastic; organizer; organiser; planner; diary; journal; writing; written; writer; reading; high school; university; college; academy; student; study; homework; research
notebook-pen,no,pencil; notepad; notes; noted; stationery; sketchbook; organizer; organiser; planner; diary; journal; writing; write; written; reading; high school; university; college; academy; student; study; research; homework; eraser; rubber
notebook-tabs,no,notepad; notes; people; family; friends; acquaintances; contacts; details; addresses; phone numbers; directory; listing; networking; alphabetical; a-z; organizer; organiser; planner; diary; stationery
notebook-text,no,notepad; notes; pages; paper; stationery; sketchbook; organizer; organiser; planner; diary; journal; writing; write; written; reading; high school; university; college; academy; student; study; research; homework; lines; opened
notepad-text,no,notebook; notes; pages; paper; stationery; sketchbook; organizer; organiser; planner; diary; journal; writing; write; written; reading; high school; university; college; academy; student; study; homework; research; lines; opened
notepad-text-dashed,no,notebook; notes; pages; paper; stationery; diary; journal; writing; write; written; draft; template; lines
nut,no,hazelnut; acorn; food; diet
nut-off,no,hazelnut; acorn; food; allergy; intolerance; diet
octagon,no,stop; shape
octagon-alert,no,warning; alert; danger; exclamation mark
octagon-minus,no,stop; forbidden; subtract; remove; decrease; reduce; -; traffic; halt; restricted
octagon-pause,no,music; audio; stop
octagon-x,no,delete; stop; alert; warning; times; clear; math
omega,no,greek; symbol; mathematics; education; physics; engineering; ohms; electrical resistance; angular frequency; dynamical systems; astronomy; constellations; philosophy
option,no,keyboard; key; mac; alt; button
orbit,no,planet; space; physics; satellites; moons
origami,no,paper; bird
outdent,yes,
package,no,box; container; storage; sealed; delivery; undelivered; unopened; packed; archive; zip; module
package-2,no,box; container; storage; sealed; packed; unopened; undelivered; archive; zip
package-check,no,confirm; verified; done; todo; tick; complete; task; delivered
package-minus,no,delete; remove
package-open,no,box; container; storage; unpack; unarchive; unzip; opened; delivered
package-plus,no,new; add; create
package-search,no,find; product process; lens
package-x,no,delete; remove
paint-bucket,no,fill; paint; bucket; color; colour
paint-roller,no,brush; color; colour; decoration; diy
paintbrush,no,brush; paintbrush; design; color; colour; decoration; diy
paintbrush-2,yes,
paintbrush-vertical,no,brush; paintbrush; design; color; colour; decoration; diy
palette,no,colors; colours; theme; scheme; paint; watercolor; watercolour; artist
palmtree,yes,
panda,no,animal; wildlife; bear; zoo; bamboo
panel-bottom,no,drawer; dock
panel-bottom-close,no,drawer; dock; hide; chevron; down
panel-bottom-dashed,no,drawer; dock; show; reveal; padding; margin; guide; layout; bleed
panel-bottom-inactive,yes,
panel-bottom-open,no,drawer; dock; show; reveal; chevron; up
panel-left,no,primary; drawer
panel-left-close,no,primary; drawer; hide; chevron; <
panel-left-dashed,no,sidebar; primary; drawer; show; reveal; padding; margin; guide; layout; bleed
panel-left-inactive,yes,
panel-left-open,no,primary; drawer; show; reveal; chevron; right; >
panel-left-right-dashed,no,sidebar; primary; drawer; show; reveal; padding; margin; guide; layout; vertical; bleed
panel-right,no,sidebar; secondary; drawer
panel-right-close,no,sidebar; secondary; drawer; hide; chevron; >
panel-right-dashed,no,sidebar; secondary; drawer; show; reveal; padding; margin; guide; layout; bleed
panel-right-inactive,yes,
panel-right-open,no,sidebar; secondary; drawer; show; reveal; chevron; left; <
panel-top,no,drawer; browser; webpage
panel-top-bottom-dashed,no,sidebar; primary; drawer; show; reveal; padding; margin; guide; layout; horizontal; bleed
panel-top-close,no,menu bar; drawer; hide; chevron; up
panel-top-dashed,no,menu bar; drawer; show; reveal; padding; margin; guide; layout; bleed
panel-top-inactive,yes,
panel-top-open,no,menu bar; drawer; show; reveal; chevron; down
panels-left-bottom,no,drawers; sidebar; primary
panels-left-right,yes,
panels-right-bottom,no,drawers; sidebar; secondary
panels-top-bottom,yes,
panels-top-left,no,menu bar; sidebar; primary; drawers; window; webpage; projects; overview
paperclip,no,attachment; file
parentheses,no,code; token; parenthesis; parens; brackets; parameters; arguments; args; input; call; math; formula; function; (; )
parking-circle,yes,
parking-circle-off,yes,
parking-meter,no,driving; car park; pay; sidewalk; pavement
parking-square,yes,
parking-square-off,yes,
party-popper,no,emoji; congratulations; celebration; party; tada; 🎉; 🎊; excitement; exciting; excites; confetti
pause,no,music; stop
pause-circle,yes,
pause-octagon,yes,
paw-print,no,pets; vets; veterinarian; domesticated; cat; dog; bear
pc-case,no,computer; chassis
pen,no,pencil; change; create; draw; writer; writing; biro; ink; marker; felt tip; stationery; artist
pen-box,yes,
pen-line,no,pencil; change; create; draw; writer; writing; biro; ink; marker; felt tip; stationery; artist
pen-off,no,disabled; inactive; non-editable; locked; read-only; unmodifiable; frozen; restricted; pencil; change; create; draw; writer; writing; biro; ink; marker; felt tip; stationery; artist
pen-square,yes,
pen-tool,no,vector; drawing; path
pencil,no,rubber; edit; create; draw; sketch; draft; writer; writing; stationery; artist
pencil-line,no,pencil; change; create; draw; sketch; draft; writer; writing; biro; ink; marker; felt tip; stationery; artist
pencil-off,no,disabled; inactive; non-editable; locked; read-only; unmodifiable; frozen; restricted; rubber; edit; create; draw; sketch; draft; writer; writing; stationery; artist
pencil-ruler,no,edit; create; draw; sketch; draft; writer; writing; stationery; artist; measurements; centimeters; cm; millimeters; mm; metre; foot; feet; inches; units; size; length; width; height; dimensions; depth; breadth; extent
pentagon,no,shape
percent,no,percentage; modulo; modulus; remainder; %; sale; discount; offer; marketing
percent-circle,yes,
percent-diamond,yes,
percent-square,yes,
person-standing,no,people; human; accessibility; stick figure
philippine-peso,no,currency; peso; money; php
phone,no,call
phone-call,no,ring
phone-forwarded,no,call
phone-incoming,no,call
phone-missed,no,call
phone-off,no,call; mute
phone-outgoing,no,call
pi,no,constant; code; coding; programming; symbol; trigonometry; geometry; formula
pi-square,yes,
piano,no,music; audio; sound; noise; notes; chord; keys; octave; acoustic; instrument; play; pianist; performance; concert
pickaxe,no,mining; mine; land worker; extraction; labor; construction; progress; advancement; crafting; building; creation
picture-in-picture,no,display; play; video; pop out; always on top; window; inset; multitask
picture-in-picture-2,no,display; play; video; pop out; always on top; window; inset; multitask
pie-chart,yes,
piggy-bank,no,money; savings
pilcrow,no,paragraph; mark; paraph; blind; typography; type; text; prose; symbol
pilcrow-left,no,direction; paragraph; mark; paraph; blind; typography; type; text; prose; symbol
pilcrow-right,no,direction; paragraph; mark; paraph; blind; typography; type; text; prose; symbol
pilcrow-square,yes,
pill,no,medicine; medication; drug; prescription; tablet; pharmacy
pill-bottle,no,medicine; medication; prescription; drug; supplement; vitamin; capsule; jar; container; healthcare; pharmaceutical; tablet
pin,no,save; map; lock; fix
pin-off,no,unpin; map; unlock; unfix; unsave; remove
pipette,no,eye dropper; color picker; lab; chemistry
pizza,no,pie; quiche; food
plane,no,plane; trip; airplane
plane-landing,no,arrival; plane; trip; airplane; landing
plane-takeoff,no,departure; plane; trip; airplane; takeoff
play,no,music; audio; video; start; run
play-circle,yes,
play-square,yes,
plug,no,electricity; energy; electronics; socket; outlet; power; voltage; current; charger
plug-2,no,electricity; energy; socket; outlet
plug-zap,no,electricity; energy; electronics; charge; charging; battery; connect
plug-zap-2,yes,
plus,no,add; new; increase; increment; positive; calculate; toolbar; crosshair; aim; target; scope; sight; reticule; maximum; upgrade; extra; +
plus-circle,yes,
plus-square,yes,
pocket,no,logo; save
pocket-knife,no,swiss army knife; penknife; multi-tool; multitask; blade; cutter; gadget; corkscrew
podcast,no,audio; music; mic; talk; voice; subscribe; subscription; stream
pointer,no,mouse
pointer-off,no,mouse
popcorn,no,cinema; movies; films; salted; sweet; sugar; candy; snack
popsicle,no,ice lolly; ice cream; sweet; food
pound-sterling,no,currency; money; payment
power,no,on; off; device; switch; toggle; binary; boolean; reboot; restart; button; keyboard; troubleshoot
power-circle,yes,
power-off,no,on; off; device; switch
power-square,yes,
presentation,no,screen; whiteboard; marker pens; markers; blackboard; chalk; easel; school; learning; lesson; office; meeting; project; planning
printer,no,fax; office; device
printer-check,no,fax; office; device; success; printed
printer-x,no,fax; office; device; cross; cancel; remove; error
projector,no,cinema; film; movie; home video; presentation; slideshow; office; meeting; project; planning
proportions,no,screens; sizes; rotate; rotation; adjust; aspect ratio; 16:9; widescreen; 4:3; resolution; responsive; mobile; desktop; dimensions; monitor; orientation; portrait; landscape
puzzle,no,component; module; part; piece
pyramid,no,prism; triangle; triangular; hierarchy; structure; geometry; ancient; egyptian; landmark; tourism
qr-code,no,barcode; scan; link; url; information; digital
quote,no,quotation
rabbit,no,animal; rodent; pet; pest; bunny; hare; fast; speed; hop
radar,no,scan; sonar; detect; find; locate
radiation,no,radioactive; nuclear; fallout; waste; atomic; physics; particle; element; molecule
radical,no,calculate; formula; math; operator; root; square; symbol
radio,no,signal; broadcast; connectivity; live; frequency
radio-receiver,no,device; music; connect
radio-tower,no,signal; broadcast; connectivity; live; frequency
radius,no,shape; circle; geometry; trigonometry; radii; calculate; measure; size
rail-symbol,no,railway; train; track; line
rainbow,no,colors; colours; spectrum; light; prism; arc; clear; sunshine
rat,no,mouse; mice; gerbil; rodent; pet; pest; plague; disease
ratio,no,screens; sizes; rotate; rotation; adjust; aspect ratio; proportions; 16:9; widescreen; 4:3; resolution; responsive; mobile; desktop; dimensions; monitor; orientation; portrait; landscape
receipt,no,bill; voucher; slip; check; counterfoil; currency; dollar; usd; $
receipt-cent,no,bill; voucher; slip; check; counterfoil; currency; cents; dollar; usd; $; ¢
receipt-euro,no,bill; voucher; slip; check; counterfoil; currency; €
receipt-indian-rupee,no,bill; voucher; slip; check; counterfoil; currency; inr; ₹
receipt-japanese-yen,no,bill; voucher; slip; check; counterfoil; currency; jpy; ¥
receipt-pound-sterling,no,bill; voucher; slip; check; counterfoil; british; currency; gbp; £
receipt-russian-ruble,no,bill; voucher; slip; check; counterfoil; currency; rub; ₽
receipt-swiss-franc,no,bill; voucher; slip; check; counterfoil; currency; chf; ₣
receipt-text,no,bill; voucher; slip; check; counterfoil; details; small print; terms; conditions; contract
receipt-turkish-lira,no,bill; voucher; slip; check; counterfoil; currency; try; ₺
rectangle-circle,no,compose; keyboard; key; button
rectangle-ellipsis,no,login; password; authenticate; 2fa; field; fill; ellipsis; et cetera; etc; loader; loading; progress; pending; throbber; menu; options; operator; code; spread; rest; more; further; extra; overflow; dots; …; ...
rectangle-goggles,no,vr; virtual; augmented; reality; headset; goggles
rectangle-horizontal,no,rectangle; aspect ratio; 16:9; horizontal; shape
rectangle-vertical,no,rectangle; aspect ratio; 9:16; vertical; shape
recycle,no,sustainability; salvage; arrows
redo,no,undo; rerun; history
redo-2,no,undo; rerun; history
redo-dot,no,redo; history; step; over; forward
refresh-ccw,no,arrows; rotate; reload; rerun; synchronise; synchronize; circular; cycle
refresh-ccw-dot,no,arrows; rotate; reload; synchronise; synchronize; circular; cycle; issue; code; coding; version control
refresh-cw,no,rotate; reload; rerun; synchronise; synchronize; arrows; circular; cycle
refresh-cw-off,no,rotate; reload; rerun; synchronise; synchronize; arrows; circular; cycle; cancel; no; stop; error; disconnect; ignore
refrigerator,no,frigerator; fridge; freezer; cooler; icebox; chiller; cold storage
regex,no,search; text; code
remove-formatting,no,text; font; typography; format; x; remove; delete; times; clear
repeat,no,loop; arrows
repeat-1,no,replay
repeat-2,no,arrows; retweet; repost; share; repeat; loop
replace,no,search; substitute; swap; change
replace-all,no,search; substitute; swap; change
reply,no,email
reply-all,no,email
rewind,no,music
ribbon,no,awareness; strip; band; tape; strap; cordon
rocket,no,release; boost; launch; space; version
rocking-chair,no,chair; furniture; seat
roller-coaster,no,attraction; entertainment; amusement park; theme park; funfair
rose,no,roses; thorns; petals; plant; stem; leaves; spring; bloom; blossom; gardening; botanical; flora; florist; bouquet; bunch; gift; date; romance; romantic; valentines day; special occasion
rotate-3-d,yes,
rotate-3d,no,gizmo; transform; orientation; orbit; axis
rotate-ccw,no,arrow; left; counter-clockwise; restart; reload; rerun; refresh; backup; undo; replay; redo; retry; rewind; reverse
rotate-ccw-key,no,password; key; refresh; change
rotate-ccw-square,no,left; counter-clockwise; rotate; image; 90; 45; degrees; °
rotate-cw,no,arrow; right; clockwise; refresh; reload; rerun; redo
rotate-cw-square,no,right; clockwise; rotate; image; 90; 45; degrees; °
route,no,path; journey; planner; points; stops; stations
route-off,no,path; journey; planner; points; stops; stations; reset; clear; cancelled; closed; blocked
router,no,computer; server; cloud
rows,yes,
rows-2,no,lines; list; queue; preview; panel; paragraphs; parallel; series; split; vertical; horizontal; half; center; middle; even; drawer
rows-3,no,lines; list; queue; preview; paragraphs; parallel; series; split; vertical; horizontal; half; center; middle; even; drawers
rows-4,no,lines; list; queue; preview; paragraphs; parallel; series; split; vertical; horizontal; half; center; middle; even; drawers; grill
rss,no,feed; subscribe; news; updates; notifications; content; blog; articles; broadcast; syndication; reader; channels; posts; publishing; digest; alert; following; inbox; newsletter; weblog; podcast
ruler,no,measurements; centimeters; cm; millimeters; mm; metre; foot; feet; inches; units; size; length; width; height; dimensions; depth; breadth; extent; stationery
ruler-dimension-line,no,measurements; centimeters; cm; millimeters; mm; metre; foot; feet; inches; units; size; length; width; height; dimensions; depth; breadth; extent; stationery
russian-ruble,no,currency; money; payment
sailboat,no,ship; boat; harbor; harbour; dock
salad,no,food; vegetarian; dish; restaurant; course; meal; side; vegetables; health
sandwich,no,food; snack; dish; restaurant; lunch; meal
satellite,no,space station; orbit; transmitter
satellite-dish,no,antenna; receiver; dish aerial; saucer
saudi-riyal,no,currency; money; payment
save,no,floppy disk
save-all,no,floppy disks; copy
save-off,no,floppy disk; unsalvageable
scale,no,balance; legal; license; right; rule; law; justice; weight; measure; compare; judge; fair; ethics; decision
scale-3-d,yes,
scale-3d,no,gizmo; transform; size; axis
scaling,no,scale; resize; design
scan,no,qr-code; barcode; checkout; augmented reality; ar; target; surveillance; camera; lens; focus; frame; select; box; boundary; bounds; area; square; dashed
scan-barcode,no,checkout; till; cart; transaction; purchase; buy; product; packaging; retail; consumer
scan-eye,no,preview; zoom; expand; fullscreen; gallery; image; camera; watch; surveillance; retina; focus; lens; biometric; identification; authentication; access; login
scan-face,no,face; biometric; identification; authentication; 2fa; access; login; dashed
scan-heart,no,health; heart rate; pulse; monitoring; healthiness; screening; dashed
scan-line,no,checkout; till; cart; transaction; purchase; buy; product; packaging; retail; consumer; qr-code; dashed
scan-qr-code,no,barcode; scan; qrcode; url; information; digital; scanner
scan-search,no,preview; zoom; expand; fullscreen; gallery; image; focus; lens
scan-text,no,recognition; read; translate; copy; lines
scatter-chart,yes,
school,no,building; education; childhood; university; learning; campus; scholar; student; lecture; degree; course; academia; study; knowledge; classroom; research; diploma; graduation; professor; tutorial; homework; assignment; exam
school-2,yes,
scissors,no,cut; snip; chop; stationery; crafts
scissors-line-dashed,no,cut here; along; snip; chop; stationery; crafts; instructions; diagram
scissors-square,yes,
scissors-square-dashed-bottom,yes,
scooter,no,vehicle; drive; trip; journey; transport; electric; ride; urban; commute; speed
screen-share,no,host; desktop; monitor
screen-share-off,no,desktop; disconnect; monitor
scroll,no,paper; log; scripture; document; notes; parchment; list; long; script; story; code; coding
scroll-text,no,paper; log; scripture; document; notes; parchment; list; long; script; story; code; coding
search,no,find; scan; magnifier; magnifying glass; lens
search-alert,no,find; scan; magnifier; magnifying glass; stop; warning; alert; error; anomaly; lens
search-check,no,find; scan; magnifier; magnifying glass; found; correct; complete; tick; lens
search-code,no,find; scan; magnifier; magnifying glass; grep; chevrons; <>; lens
